"GEOID","year","County","Geography","variable","Variable_Description","estimate","moe"
"36073",2020,"Orleans","NA County","B03002_005","Native American (Non-Hispanic)",0.322469476171721,0.172311933832217
"36073",2020,"Orleans","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0,0.064001575423395
"36073",2020,"Orleans","NA County","B03002_008","Other (Non-Hispanic)",0.105848759354076,0.0984639621898385
"36073",2020,"Orleans","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.23020874359984,0.516935801496652
"36051",2020,"Livingston","NA County","B03002_003","White (Non-Hispanic)",90.0945933120314,0.289474516751558
"36051",2020,"Livingston","NA County","B03002_004","Black (Non-Hispanic)",2.60368882280363,0.170837419722231
"36051",2020,"Livingston","NA County","B03002_012","Hispanic or Latino (Any Race)",3.79796893289886,0
"36051",2020,"Livingston","NA County","B03002_006","Asian (Non-Hispanic)",1.06298838938277,0.278401721028821
"36051",2020,"Livingston","NA County","B03002_005","Native American (Non-Hispanic)",0.224619570375526,0.056945806574077
"36051",2020,"Livingston","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0838368819007245,0.110727957227372
"36051",2020,"Livingston","NA County","B03002_008","Other (Non-Hispanic)",0.0854187098611155,0.0680186022968142
"36051",2020,"Livingston","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.04688538074599,0.390711506216584
"36069",2020,"Ontario","NA County","B03002_003","White (Non-Hispanic)",89.4911363346512,0.133000528358263
"36069",2020,"Ontario","NA County","B03002_004","Black (Non-Hispanic)",2.11525497841019,0.210432342813417
"36069",2020,"Ontario","NA County","B03002_012","Hispanic or Latino (Any Race)",4.91008799897972,0.00182192504600361
"36069",2020,"Ontario","NA County","B03002_006","Asian (Non-Hispanic)",1.32636143349063,0.181281542077359
"36069",2020,"Ontario","NA County","B03002_005","Native American (Non-Hispanic)",0.184925392169366,0.0847195146391677
"36069",2020,"Ontario","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0245959881210487,0.037349463443074
"36069",2020,"Ontario","NA County","B03002_008","Other (Non-Hispanic)",0.126623790697251,0.0847195146391677
"36069",2020,"Ontario","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.82101408348061,0.309727257820613
"36099",2020,"Seneca","NA County","B03002_003","White (Non-Hispanic)",88.3714827234291,0.24784954074938
"36099",2020,"Seneca","NA County","B03002_004","Black (Non-Hispanic)",4.82577635223794,0.338241726199154
"36099",2020,"Seneca","NA County","B03002_012","Hispanic or Latino (Any Race)",3.62735092579093,0
"36099",2020,"Seneca","NA County","B03002_006","Asian (Non-Hispanic)",0.772707391748068,0.0845604315497886
"36099",2020,"Seneca","NA County","B03002_005","Native American (Non-Hispanic)",0.364484618749089,0.113719201049716
"36099",2020,"Seneca","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.020411138649949,0.0174952616999563
"36099",2020,"Seneca","NA County","B03002_008","Other (Non-Hispanic)",0.102055693249745,0.090392185449774
"36099",2020,"Seneca","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.91573115614521,0.38781163434903
"36117",2020,"Wayne","NA County","B03002_003","White (Non-Hispanic)",89.2700576007458,0.355149107132948
"36117",2020,"Wayne","NA County","B03002_004","Black (Non-Hispanic)",2.38060885875054,0.258592943631178
"36117",2020,"Wayne","NA County","B03002_012","Hispanic or Latino (Any Race)",4.53592000266362,0
"36117",2020,"Wayne","NA County","B03002_006","Asian (Non-Hispanic)",0.837929924641799,0.0810183900647037
"36117",2020,"Wayne","NA County","B03002_005","Native American (Non-Hispanic)",0.0566018889493136,0.0366247516730853
"36117",2020,"Wayne","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.00443936383916185,0.00776888671853323
"36117",2020,"Wayne","NA County","B03002_008","Other (Non-Hispanic)",0.245274852113692,0.195332008923121
"36117",2020,"Wayne","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.66916750829606,0.403982109363728
"36123",2020,"Yates","NA County","B03002_003","White (Non-Hispanic)",94.6559385132701,0.308234258036107
"36123",2020,"Yates","NA County","B03002_004","Black (Non-Hispanic)",0.972739281854209,0.368279892718466
"36123",2020,"Yates","NA County","B03002_012","Hispanic or Latino (Any Race)",2.22168848324727,0.0120091269364717
"36123",2020,"Yates","NA County","B03002_006","Asian (Non-Hispanic)",0.656498939193787,0.196149073295705
"36123",2020,"Yates","NA County","B03002_005","Native American (Non-Hispanic)",0.016012169248629,0.0240182538729434
"36123",2020,"Yates","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0280212961851007,0.0400304231215724
"36123",2020,"Yates","NA County","B03002_008","Other (Non-Hispanic)",0.156118650174132,0.172130819422761
"36123",2020,"Yates","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.29298266682679,0.448340738961611
"36037",2021,"Genesee","NA County","B03002_003","White (Non-Hispanic)",90.0217514172675,0.145580351790638
"36037",2021,"Genesee","NA County","B03002_004","Black (Non-Hispanic)",2.03812492506894,0.414475825098053
"36037",2021,"Genesee","NA County","B03002_012","Hispanic or Latino (Any Race)",3.49906657303852,0
"36037",2021,"Genesee","NA County","B03002_006","Asian (Non-Hispanic)",0.727901758953192,0.193536232380496
